Epoch,Inner_Test_AgChangeRatio,Inner_Train_AgChangeRatio,Loss_hdm,Loss_her,Loss_q,TestAgChangeRatio,TestBestSuccessRate,TestFinalDist,TestSuccessRate,Time,TimePerSeqRollout,TimePerTrainIter,TotalTimeSteps,TrainAgChangeRatio,TrainSuccess,env_steps,exp_avg_reward,exp_reward_avg,hdm_gamma,hdm_gamma_auto,hdm_gamma_zero_point,hdm_q_o1,hdm_q_o2,hdm_q_to_minimize,hdm_weights,log_hdm_gamma,offset,opt_steps,q_bg,q_o2_a2,q_o2_eps_greedy,q_o2_max,q_o2_soft,q_o2_soft_kl,q_o2_targ,q_targ,replay_fill_ratio,replay_size,reward
13,0.9900333,0.947,0.015494578,0.7468929,0.7623875,1.0,0.06,2.9686023841512053,0.06,2570.2012445926666,4.238902,0.006444481,432000,0.975,0.025,432000.0,0.43970677,0.48043793,0.85000014,0.99167556,3.0204422e-08,-45.93017,-46.11349,-0.050308064,-0.25541797,-0.16251895,119.70284,312000.0,-45.93017,-46.02927,-45.52539,-45.468334,-45.776,-45.88561,-46.02927,-45.930626,0.43217286,720.0,-0.82193506
14,0.97276664,0.9866667,0.019721853,0.76372206,0.7834439,0.98,0.06,3.770643618487974,0.02,2755.8474938869476,4.1991563,0.0063801636,456000,1.0,0.075,456000.0,0.4396598,0.4803693,0.85000014,0.9916794,1.496514e-07,-46.558937,-46.73629,-0.060463358,-0.25924397,-0.16251895,119.754654,336000.0,-46.558937,-46.67078,-46.169678,-46.111927,-46.41546,-46.527344,-46.67078,-46.559406,0.45618248,760.0,-0.8220436
15,0.98366666,0.9830833,0.019246936,0.74759537,0.7668423,0.98,0.06,3.0917060694082408,0.06,2943.174438714981,4.2449045,0.006450044,480000,1.0,0.025,480000.0,0.43957055,0.48024362,0.85000014,0.99168414,7.721868e-07,-47.021442,-47.19953,-0.04979359,-0.25277263,-0.16251895,119.82368,360000.0,-47.021442,-47.14255,-46.661835,-46.604584,-46.90078,-47.01255,-47.14255,-47.021942,0.48019207,800.0,-0.8222425
16,0.9984667,0.9899167,0.017886294,0.7239456,0.741832,1.0,0.06,4.197819118104196,0.04,3129.7546582221985,4.2282324,0.006428702,504000,1.0,0.075,504000.0,0.43964335,0.48034608,0.85000014,0.99168736,1.781528e-06,-47.39415,-47.56602,-0.039323565,-0.24824218,-0.16251895,119.876854,384000.0,-47.39415,-47.523037,-47.06484,-47.0084,-47.296734,-47.407505,-47.523037,-47.394657,0.5042017,840.0,-0.82208043
17,0.97896665,0.99475,0.014384019,0.68763715,0.7020212,1.0,0.06,3.858725016134618,0.0,3317.2622966766357,4.2532754,0.006469443,528000,1.0,0.05,528000.0,0.43958732,0.48026946,0.85000014,0.99168557,1.4648293e-06,-47.555202,-47.705444,-0.025592342,-0.24745134,-0.16251895,119.84427,408000.0,-47.555202,-47.687187,-47.275475,-47.223293,-47.500114,-47.597855,-47.687187,-47.555656,0.5282113,880.0,-0.82220167
18,0.9989667,0.99266666,0.011531319,0.6666789,0.6782102,1.0,0.08,3.326566046308404,0.08,3504.4698588848114,4.2396803,0.0064488663,552000,1.0,0.0,552000.0,0.43958414,0.48026234,0.85000014,0.99168444,1.5345153e-06,-47.424416,-47.562614,-0.020728739,-0.2442386,-0.16251895,119.82989,432000.0,-47.424416,-47.55373,-47.172874,-47.124077,-47.389515,-47.477573,-47.55373,-47.42487,0.5522209,920.0,-0.8222129
19,0.99826664,0.9977083,0.010197731,0.70756143,0.71775913,1.0,0.08,4.11107065817318,0.0,3692.5131690502167,4.259946,0.00648139,576000,1.0,0.075,576000.0,0.43953344,0.48019308,0.85000014,0.9916857,1.9616566e-06,-47.223236,-47.381287,-0.01621852,-0.23776741,-0.16251895,119.840836,456000.0,-47.223236,-47.348343,-46.956905,-46.907604,-47.172363,-47.262814,-47.348343,-47.2237,0.57623047,960.0,-0.8223224
20,0.97653335,0.9949167,0.011718839,0.7741236,0.7858424,0.98,0.08,3.1813550022634725,0.06,3879.6620256900787,4.2344217,0.0064383466,600000,1.0,0.025,600000.0,0.43948433,0.48011988,0.85000014,0.99169165,1.684803e-06,-47.308155,-47.490707,-0.027741246,-0.23245427,-0.16251895,119.92275,480000.0,-47.308155,-47.434875,-47.001514,-46.949,-47.217583,-47.31783,-47.434875,-47.30862,0.6002401,1000.0,-0.8224383
21,0.9955,0.98554164,0.017680138,0.7991458,0.816826,1.0,0.08,3.22661281091219,0.06,4068.3765799999237,4.264804,0.0064885607,624000,0.975,0.0,624000.0,0.43959734,0.48028085,0.85000014,0.99168044,6.3683706e-07,-47.514088,-47.681255,-0.044428326,-0.23266959,-0.16251895,119.76702,504000.0,-47.514088,-47.64527,-47.195137,-47.139458,-47.410126,-47.518505,-47.64527,-47.514553,0.6242497,1040.0,-0.8221836
22,0.96426666,0.981,0.018926984,0.82832927,0.8472562,0.96,0.08,3.472501652887961,0.02,4256.732932090759,4.2677455,0.006489535,648000,1.0,0.0,648000.0,0.43970633,0.48043612,0.85000014,0.9916843,8.6507015e-07,-47.548103,-47.69979,-0.049592745,-0.23543653,-0.16251895,119.81954,528000.0,-47.548103,-47.68023,-47.242077,-47.186626,-47.4587,-47.56294,-47.68023,-47.54857,0.6482593,1080.0,-0.821938
