Epoch,Inner_Test_AgChangeRatio,Inner_Train_AgChangeRatio,Loss_hdm,Loss_her,Loss_q,TestAgChangeRatio,TestBestSuccessRate,TestFinalDist,TestSuccessRate,Time,TimePerSeqRollout,TimePerTrainIter,TotalTimeSteps,TrainAgChangeRatio,TrainSuccess,env_steps,exp_avg_reward,exp_reward_avg,hdm_gamma,hdm_gamma_auto,hdm_gamma_zero_point,hdm_q_o1,hdm_q_o2,hdm_q_to_minimize,hdm_weights,log_hdm_gamma,offset,opt_steps,q_bg,q_o2_a2,q_o2_eps_greedy,q_o2_max,q_o2_soft,q_o2_soft_kl,q_o2_targ,q_targ,replay_fill_ratio,replay_size,reward
48,0.8768,0.89,-0.06709976,0.14950898,0.08240924,1.0,0.48,0.18799024125716118,0.48,750.8453025817871,0.31131187,0.0052232677,106000,1.0,0.375,106000.0,0.5852365,0.6610402,0.6,0.8584024,0.76230556,-10.159806,-10.027322,0.12632112,-0.2874043,-0.51082563,6.115824,96000.0,-10.159806,-9.799049,-9.834039,-9.788488,-10.079798,-10.154393,-9.799049,-10.160154,0.106,2120.0,-0.5362266
49,0.8744,0.8885,-0.065586306,0.15387976,0.088293456,1.0,0.48,0.315029656500437,0.48,766.0751011371613,0.31164932,0.0052297465,108000,1.0,0.375,108000.0,0.58462465,0.6603735,0.6,0.8587953,0.7471062,-10.3741,-10.242903,0.12587339,-0.2862129,-0.51082563,6.1372285,98000.0,-10.3741,-10.017483,-10.05391,-10.008454,-10.301101,-10.375035,-10.017483,-10.374303,0.108,2160.0,-0.5372813
50,0.88,0.889,-0.06346262,0.15287338,0.08941077,1.0,0.48,0.27075412219867095,0.36,781.1950535774231,0.31125802,0.0052299118,110000,1.0,0.55,110000.0,0.58521277,0.66102165,0.6,0.8584524,0.75007457,-10.584562,-10.482282,0.122671455,-0.28005078,-0.51082563,6.119697,100000.0,-10.584562,-10.235093,-10.271211,-10.226111,-10.519134,-10.591945,-10.235093,-10.584793,0.11,2200.0,-0.53625584
51,0.8812,0.896,-0.06138035,0.1559068,0.094526455,1.0,0.5,0.18907621894412407,0.5,796.425461769104,0.3106502,0.0052289525,112000,1.0,0.425,112000.0,0.58438337,0.66012037,0.6,0.85891205,0.7400216,-10.844256,-10.742892,0.120188475,-0.27564257,-0.51082563,6.1434803,102000.0,-10.844256,-10.499493,-10.5362015,-10.491153,-10.785506,-10.858019,-10.499493,-10.844524,0.112,2240.0,-0.53768164
52,0.8864,0.8745,-0.06030073,0.1582464,0.097945675,1.0,0.5,0.2698330448670338,0.44,811.4819157123566,0.31120852,0.0052292254,114000,1.0,0.525,114000.0,0.58489823,0.660676,0.6,0.859133,0.72138035,-11.078233,-10.97055,0.12160648,-0.27343163,-0.51082563,6.1543555,104000.0,-11.078233,-10.739752,-10.775922,-10.73075,-11.02726,-11.09984,-10.739752,-11.078654,0.114,2280.0,-0.5368027
53,0.894,0.867,-0.05749212,0.15705124,0.09955911,1.0,0.5,0.1994317326706453,0.5,826.751754283905,0.31175953,0.0052342494,116000,1.0,0.55,116000.0,0.5850594,0.6608562,0.6,0.8582588,0.73972964,-11.281754,-11.194893,0.11548708,-0.2680293,-0.51082563,6.109963,106000.0,-11.281754,-10.94846,-10.984684,-10.940055,-11.236224,-11.307131,-10.94846,-11.281969,0.116,2320.0,-0.53651756
54,0.8596,0.8835,-0.055521067,0.16055143,0.10503035,1.0,0.64,0.18389143374820013,0.64,842.0315840244293,0.31118032,0.00522898,118000,1.0,0.6,118000.0,0.58542645,0.6612414,0.6,0.8581929,0.73108435,-11.499744,-11.411084,0.115104124,-0.26361132,-0.51082563,6.106037,108000.0,-11.499744,-11.172738,-11.209023,-11.164609,-11.46184,-11.531817,-11.172738,-11.500065,0.118,2360.0,-0.5359082
55,0.88,0.8935,-0.05390213,0.16258164,0.10867951,1.0,0.64,0.41410997126331744,0.34,857.0844995975494,0.3114292,0.005229223,120000,1.0,0.525,120000.0,0.5854751,0.6612834,0.6,0.85849357,0.7329922,-11.711213,-11.6235,0.11364541,-0.26127735,-0.51082563,6.123369,110000.0,-11.711213,-11.38932,-11.425526,-11.381389,-11.679214,-11.748076,-11.38932,-11.711477,0.12,2400.0,-0.5358418
56,0.888,0.8605,-0.052117676,0.16640374,0.11428607,1.0,0.64,0.1881777610961132,0.52,872.3769190311432,0.31100282,0.005222705,122000,1.0,0.475,122000.0,0.5851067,0.66089576,0.6,0.8586948,0.7412603,-11.931553,-11.849149,0.11131703,-0.25833595,-0.51082563,6.1316895,112000.0,-11.931553,-11.614201,-11.65055,-11.606242,-11.905119,-11.974363,-11.614201,-11.931826,0.122,2440.0,-0.5364551
57,0.8852,0.88,-0.05127009,0.16832735,0.11705726,1.0,0.64,0.1355608522802994,0.54,887.710113286972,0.31296656,0.0052424627,124000,1.0,0.5,124000.0,0.5845344,0.66027474,0.6,0.8588457,0.73210156,-12.158551,-12.061531,0.11081133,-0.2565254,-0.51082563,6.143838,114000.0,-12.158551,-11.845963,-11.882686,-11.838285,-12.138511,-12.207824,-11.845963,-12.158961,0.124,2480.0,-0.5374375
58,0.88,0.897,-0.050351672,0.16683559,0.11648392,1.0,0.7,0.10094651112286686,0.7,902.9814541339874,0.3124613,0.0052368105,126000,1.0,0.65,126000.0,0.5841101,0.6598253,0.6,0.85904694,0.7194563,-12.3695545,-12.255621,0.1129305,-0.25502148,-0.51082563,6.1492834,116000.0,-12.3695545,-12.060615,-12.0974655,-12.052852,-12.353689,-12.423654,-12.060615,-12.369803,0.126,2520.0,-0.53814846
59,0.8904,0.88,-0.05002552,0.17289259,0.12286706,1.0,0.7,0.18584391994711974,0.52,918.2770030498505,0.31207174,0.0052356515,128000,1.0,0.45,128000.0,0.58528954,0.6610884,0.6,0.8582411,0.72170216,-12.510892,-12.392004,0.11278046,-0.25415236,-0.51082563,6.1071954,118000.0,-12.510892,-12.2070875,-12.244213,-12.199332,-12.500623,-12.571425,-12.2070875,-12.511158,0.128,2560.0,-0.5361504
60,0.8816,0.8885,-0.049120147,0.17562714,0.126507,1.0,0.7,0.13127985226826966,0.62,933.6670379638672,0.3124091,0.005240509,130000,1.0,0.475,130000.0,0.58535236,0.66115505,0.6,0.85819334,0.7286406,-12.686805,-12.589612,0.11291188,-0.2507539,-0.51082563,6.107955,120000.0,-12.686805,-12.386817,-12.424162,-12.379138,-12.681639,-12.75263,-12.386817,-12.687014,0.13,2600.0,-0.5360449
61,0.8768,0.8815,-0.047603283,0.1711334,0.123530105,1.0,0.7,0.17589609680088286,0.62,948.9561364650726,0.31204277,0.005236079,132000,1.0,0.6,132000.0,0.5852843,0.66108215,0.6,0.8588844,0.7316221,-12.881266,-12.800695,0.111926585,-0.24834375,-0.51082563,6.143033,122000.0,-12.881266,-12.586599,-12.623162,-12.578367,-12.880444,-12.950639,-12.586599,-12.881624,0.132,2640.0,-0.5361602
62,0.8776,0.905,-0.046395134,0.17360762,0.1272125,1.0,0.7,0.12467760375377088,0.66,964.1751449108124,0.31257683,0.005233547,134000,1.0,0.65,134000.0,0.58554244,0.66136485,0.6,0.8580135,0.72843844,-13.065976,-12.994182,0.111554064,-0.2440039,-0.51082563,6.0993576,124000.0,-13.065976,-12.776049,-12.812129,-12.768225,-13.069559,-13.136523,-12.776049,-13.0662365,0.134,2680.0,-0.5357129
63,0.8492,0.883,-0.04615143,0.17681225,0.13066082,1.0,0.74,0.0871190246857744,0.74,979.4921855926514,0.31291005,0.005240724,136000,1.0,0.675,136000.0,0.58483267,0.6605994,0.6,0.85875297,0.72976124,-13.28554,-13.221704,0.113053955,-0.24076563,-0.51082563,6.131338,126000.0,-13.28554,-12.999181,-13.035463,-12.991759,-13.292969,-13.359103,-12.999181,-13.285848,0.136,2720.0,-0.5369238
64,0.8644,0.898,-0.044366166,0.17837639,0.13401023,1.0,0.74,0.17334767461358386,0.58,994.8888721466064,0.31383282,0.0052540107,138000,1.0,0.425,138000.0,0.58547544,0.66130686,0.6,0.8582511,0.72745246,-13.482617,-13.428416,0.11263061,-0.23638672,-0.51082563,6.1076603,128000.0,-13.482617,-13.202012,-13.238406,-13.194678,-13.496725,-13.562609,-13.202012,-13.482823,0.138,2760.0,-0.5358047
65,0.868,0.865,-0.042956833,0.18096997,0.13801315,1.0,0.74,0.18597243281684844,0.7,1010.2492496967316,0.31250057,0.0052554086,140000,1.0,0.675,140000.0,0.5846344,0.6603661,0.6,0.8588486,0.7331933,-13.692361,-13.638818,0.11095152,-0.23366797,-0.51082563,6.1373067,130000.0,-13.692361,-13.415289,-13.451155,-13.407556,-13.7097225,-13.775027,-13.415289,-13.692717,0.14,2800.0,-0.53729296
66,0.8744,0.886,-0.04199893,0.1831228,0.14112388,1.0,0.76,0.08070822271358097,0.76,1025.58225440979,0.31333867,0.005246865,142000,1.0,0.75,142000.0,0.58408564,0.659792,0.6,0.8589338,0.70796216,-13.912819,-13.849674,0.109270014,-0.2323789,-0.51082563,6.144367,132000.0,-13.912819,-13.639499,-13.675122,-13.631771,-13.933448,-13.997886,-13.639499,-13.913107,0.142,2840.0,-0.53820115
67,0.8948,0.8675,-0.04118613,0.17979558,0.13860945,1.0,0.76,0.11661816900278693,0.62,1040.9063522815704,0.31273347,0.0052469103,144000,1.0,0.7,144000.0,0.5852511,0.66104144,0.6,0.8583219,0.6958948,-14.071932,-13.989391,0.10973988,-0.2310996,-0.51082563,6.112797,134000.0,-14.071932,-13.803454,-13.838932,-13.796042,-14.096041,-14.159082,-13.803454,-14.072129,0.144,2880.0,-0.5362246
68,0.8636,0.859,-0.040173057,0.18273346,0.14256041,1.0,0.76,0.1406467621263826,0.68,1056.2054975032806,0.31276456,0.0052386075,146000,1.0,0.675,146000.0,0.58503526,0.6608154,0.6,0.85847837,0.68976617,-14.250026,-14.158737,0.10932762,-0.23149414,-0.51082563,6.1223087,136000.0,-14.250026,-13.984526,-14.019375,-13.976773,-14.275051,-14.337469,-13.984526,-14.250348,0.146,2920.0,-0.53658205
69,0.8636,0.881,-0.039843574,0.18326718,0.14342359,1.0,0.76,0.14410781084024327,0.62,1071.5208058357239,0.31251684,0.0052365586,148000,1.0,0.75,148000.0,0.5849959,0.6607772,0.6,0.8586329,0.6906211,-14.391299,-14.297145,0.108998306,-0.23038282,-0.51082563,6.128578,138000.0,-14.391299,-14.128353,-14.162948,-14.120867,-14.416462,-14.477647,-14.128353,-14.391549,0.148,2960.0,-0.53664255
70,0.8728,0.9015,-0.039468605,0.18629405,0.14682543,1.0,0.76,0.20693651096990823,0.52,1086.7525289058685,0.31248456,0.00523424,150000,1.0,0.525,150000.0,0.585013,0.6607932,0.6,0.85837644,0.67274183,-14.528138,-14.404139,0.108015954,-0.23363867,-0.51082563,6.1183653,140000.0,-14.528138,-14.268003,-14.302097,-14.260515,-14.55317,-14.613285,-14.268003,-14.528424,0.15,3000.0,-0.53661716
71,0.8928,0.89,-0.038803056,0.18855652,0.14975345,1.0,0.76,0.16761052467637755,0.64,1102.0436580181122,0.312286,0.005241953,152000,1.0,0.675,152000.0,0.5841555,0.6598673,0.6,0.85884994,0.6544325,-14.633312,-14.44916,0.10788011,-0.24157813,-0.51082563,6.1381893,142000.0,-14.633312,-14.373747,-14.406699,-14.365781,-14.654689,-14.713331,-14.373747,-14.633627,0.152,3040.0,-0.538082
72,0.8592,0.884,-0.038959812,0.18556158,0.14660178,1.0,0.76,0.18073459922661203,0.54,1117.3414561748505,0.31261882,0.005241274,154000,1.0,0.625,154000.0,0.58429164,0.6600204,0.6,0.85886353,0.6420446,-14.683244,-14.484966,0.11030813,-0.24765038,-0.51082563,6.140777,144000.0,-14.683244,-14.424104,-14.456811,-14.4165945,-14.701674,-14.7587185,-14.424104,-14.683531,0.154,3080.0,-0.53783983
73,0.8776,0.882,-0.03856354,0.18385965,0.14529613,1.0,0.76,0.1422140714214674,0.62,1132.7634847164154,0.31523305,0.005288644,156000,1.0,0.625,156000.0,0.58471566,0.66048586,0.6,0.858712,0.6475809,-14.745033,-14.555412,0.11080256,-0.24965039,-0.51082563,6.1311073,146000.0,-14.745033,-14.487367,-14.519441,-14.479916,-14.761379,-14.816791,-14.487367,-14.745305,0.156,3120.0,-0.53710353
74,0.8692,0.8955,-0.039749727,0.18233533,0.1425856,1.0,0.76,0.15674746638305018,0.64,1148.0603086948395,0.31319004,0.0052393926,158000,1.0,0.525,158000.0,0.5844004,0.66012657,0.6,0.8589135,0.64840955,-14.796254,-14.598264,0.11289043,-0.25460938,-0.51082563,6.147623,148000.0,-14.796254,-14.539123,-14.57117,-14.531861,-14.812342,-14.867185,-14.539123,-14.796554,0.158,3160.0,-0.53767186
75,0.8676,0.8935,-0.040136423,0.18348712,0.1433507,1.0,0.76,0.21089511913047343,0.6,1163.3333773612976,0.31264433,0.005246482,160000,1.0,0.525,160000.0,0.5851512,0.66094875,0.6,0.85845727,0.6398994,-14.815707,-14.612141,0.114146516,-0.25889063,-0.51082563,6.119559,150000.0,-14.815707,-14.559871,-14.591629,-14.552512,-14.832194,-14.88651,-14.559871,-14.816015,0.16,3200.0,-0.5363711
76,0.8652,0.882,-0.040680572,0.18669492,0.14601435,0.98,0.76,0.14830523495435224,0.66,1178.5651152133942,0.3126425,0.0052514216,162000,1.0,0.525,162000.0,0.5843202,0.6600549,0.6,0.85878175,0.64107484,-14.879119,-14.673402,0.11373087,-0.26341993,-0.51082563,6.135078,152000.0,-14.879119,-14.62324,-14.654779,-14.6158,-14.89506,-14.948926,-14.62324,-14.879435,0.162,3240.0,-0.5377852
77,0.8656,0.882,-0.04122245,0.18747278,0.14625034,1.0,0.76,0.23372486174970863,0.6,1193.9328565597534,0.31313294,0.0052420734,164000,1.0,0.525,164000.0,0.58525586,0.66106737,0.6,0.8584038,0.64424014,-14.923207,-14.713286,0.11381384,-0.26621875,-0.51082563,6.1158104,154000.0,-14.923207,-14.669769,-14.701515,-14.662518,-14.942131,-14.995939,-14.669769,-14.923533,0.164,3280.0,-0.5361836
78,0.8764,0.892,-0.04307926,0.1849067,0.14182745,1.0,0.76,0.19909286075110985,0.6,1209.4353637695312,0.31308997,0.0052438267,166000,1.0,0.375,166000.0,0.58525735,0.66107476,0.6,0.85858166,0.6387266,-14.933413,-14.703714,0.11792031,-0.27153516,-0.51082563,6.1262403,156000.0,-14.933413,-14.679812,-14.711787,-14.672551,-14.953494,-15.007826,-14.679812,-14.933717,0.166,3320.0,-0.53617185
79,0.8752,0.857,-0.04431731,0.1858481,0.1415308,1.0,0.76,0.278499246508882,0.52,1224.7705426216125,0.31286973,0.005243412,168000,0.975,0.475,168000.0,0.585447,0.6612599,0.6,0.8587705,0.65348244,-14.93408,-14.716387,0.11714366,-0.27224416,-0.51082563,6.13675,158000.0,-14.93408,-14.680607,-14.712861,-14.673514,-14.9550295,-15.009641,-14.680607,-14.934334,0.168,3360.0,-0.5358789
80,0.8664,0.887,-0.04541757,0.1843457,0.13892815,1.0,0.76,0.18092372163851358,0.6,1240.275936126709,0.3133777,0.005257593,170000,1.0,0.525,170000.0,0.58496034,0.66073525,0.6,0.8586385,0.6469517,-14.970709,-14.740787,0.118672796,-0.27582422,-0.51082563,6.129164,160000.0,-14.970709,-14.717267,-14.749572,-14.710102,-14.992002,-15.047067,-14.717267,-14.970913,0.17,3400.0,-0.536709
81,0.8792,0.862,-0.047617972,0.18433721,0.13671924,1.0,0.76,0.2619530030893082,0.5,1255.6120312213898,0.31364995,0.0052564316,172000,1.0,0.625,172000.0,0.5842841,0.66001916,0.6,0.85917777,0.6401499,-15.010047,-14.773829,0.12142373,-0.28125978,-0.51082563,6.153572,162000.0,-15.010047,-14.756151,-14.788401,-14.7488575,-15.031091,-15.086423,-14.756151,-15.010367,0.172,3440.0,-0.5378418
82,0.8812,0.8885,-0.0495335,0.18259886,0.13306537,1.0,0.76,0.1782966766422632,0.7,1270.9283573627472,0.31408834,0.005263306,174000,1.0,0.65,174000.0,0.5858962,0.6617562,0.6,0.85856473,0.641436,-14.976771,-14.729039,0.122566566,-0.28577343,-0.51082563,6.122801,164000.0,-14.976771,-14.724627,-14.75756,-14.717699,-15.001301,-15.057517,-14.724627,-14.977013,0.174,3480.0,-0.5350937
83,0.8804,0.873,-0.051875096,0.18379733,0.13192225,1.0,0.76,0.14880853937495953,0.54,1286.3653137683868,0.31366846,0.005251149,176000,1.0,0.75,176000.0,0.5852272,0.66101915,0.6,0.85830516,0.633171,-14.97154,-14.719671,0.1253844,-0.29005077,-0.51082563,6.1089725,166000.0,-14.97154,-14.717967,-14.750885,-14.710808,-14.995306,-15.052158,-14.717967,-14.971883,0.176,3520.0,-0.5362598
84,0.8528,0.856,-0.053612836,0.18086441,0.12725158,1.0,0.76,0.0864835452306571,0.74,1301.697650194168,0.3133004,0.0052512106,178000,1.0,0.55,178000.0,0.5846063,0.6603673,0.6,0.8582907,0.6536252,-14.968468,-14.724573,0.1261892,-0.29238087,-0.51082563,6.109266,168000.0,-14.968468,-14.713858,-14.746975,-14.706668,-14.991752,-15.049408,-14.713858,-14.968703,0.178,3560.0,-0.537291
85,0.8716,0.85,-0.055789933,0.1853724,0.12958246,1.0,0.76,0.1679572004467533,0.58,1317.1104197502136,0.31412348,0.0052620517,180000,1.0,0.65,180000.0,0.5858697,0.661734,0.6,0.85788083,0.6471192,-14.94118,-14.694213,0.12956895,-0.29584572,-0.51082563,6.092039,170000.0,-14.94118,-14.688244,-14.721381,-14.680964,-14.966079,-15.024254,-14.688244,-14.941406,0.18,3600.0,-0.5351289
86,0.8736,0.866,-0.057813823,0.18667327,0.12885943,1.0,0.76,0.22266852895417866,0.58,1332.3814249038696,0.31351024,0.0052599963,182000,1.0,0.525,182000.0,0.58497036,0.66075623,0.6,0.858739,0.63885826,-14.955758,-14.711294,0.13199179,-0.29880077,-0.51082563,6.1324763,172000.0,-14.955758,-14.701063,-14.734215,-14.693574,-14.979181,-15.038162,-14.701063,-14.956025,0.182,3640.0,-0.5366758
87,0.866,0.8635,-0.059395425,0.18318719,0.123791754,1.0,0.76,0.2588395405738658,0.58,1347.7023921012878,0.31350702,0.0052565425,184000,1.0,0.725,184000.0,0.58438665,0.6601093,0.6,0.8591285,0.64734083,-14.9842,-14.746313,0.13256851,-0.29985547,-0.51082563,6.1533146,174000.0,-14.9842,-14.729455,-14.76316,-14.7223425,-15.008448,-15.068037,-14.729455,-14.984461,0.184,3680.0,-0.5376992
88,0.8832,0.873,-0.060971253,0.18717095,0.12619972,1.0,0.76,0.2871669994038176,0.58,1363.0715396404266,0.31330222,0.005256043,186000,0.975,0.65,186000.0,0.5845094,0.6602537,0.6,0.8590918,0.63809204,-14.965524,-14.7175665,0.13377674,-0.30416405,-0.51082563,6.1552362,176000.0,-14.965524,-14.710327,-14.743886,-14.7027855,-14.989761,-15.050286,-14.710327,-14.965798,0.186,3720.0,-0.5374707
89,0.8732,0.866,-0.06301489,0.19059925,0.12758437,1.0,0.76,0.3175521632845312,0.6,1378.4431250095367,0.31404686,0.005262957,188000,1.0,0.65,188000.0,0.5854364,0.6612525,0.6,0.8581005,0.6292262,-14.943253,-14.69567,0.1360119,-0.3071172,-0.51082563,6.0986857,178000.0,-14.943253,-14.688618,-14.722796,-14.681514,-14.968761,-15.029985,-14.688618,-14.943423,0.188,3760.0,-0.53589064
90,0.8644,0.8375,-0.063101746,0.1906318,0.12753005,1.0,0.76,0.39923951318241646,0.44,1393.7551369667053,0.31237617,0.005253068,190000,1.0,0.55,190000.0,0.58530504,0.6611192,0.6,0.85824853,0.6241116,-14.948309,-14.702156,0.13660964,-0.3088379,-0.51082563,6.109617,180000.0,-14.948309,-14.693067,-14.727078,-14.685576,-14.973312,-15.035308,-14.693067,-14.948503,0.19,3800.0,-0.5361016
91,0.8888,0.889,-0.064258024,0.19079123,0.12653321,1.0,0.76,0.29302348103515313,0.52,1408.957008600235,0.31212145,0.0052342964,192000,1.0,0.625,192000.0,0.5852021,0.6609957,0.6,0.8585763,0.6300637,-14.943116,-14.699976,0.13867734,-0.30982032,-0.51082563,6.1261115,182000.0,-14.943116,-14.686817,-14.720968,-14.679407,-14.96709,-15.0293455,-14.686817,-14.943424,0.192,3840.0,-0.5362969
92,0.8716,0.8685,-0.06537301,0.1902569,0.124883875,1.0,0.76,0.4189732305202206,0.6,1424.230263710022,0.31227776,0.005238353,194000,1.0,0.525,194000.0,0.584567,0.6603253,0.6,0.85907984,0.6317497,-14.977899,-14.735297,0.1397922,-0.31156054,-0.51082563,6.1513495,184000.0,-14.977899,-14.72148,-14.755758,-14.714102,-15.002188,-15.064707,-14.72148,-14.978123,0.194,3880.0,-0.53735745
93,0.892,0.8715,-0.06648105,0.1925572,0.12607615,1.0,0.76,0.5831358947359768,0.46,1439.54212641716,0.31287393,0.005254121,196000,1.0,0.4,196000.0,0.5847286,0.6604846,0.6,0.85827667,0.63062143,-14.957186,-14.705582,0.14203148,-0.31476563,-0.51082563,6.114547,186000.0,-14.957186,-14.700498,-14.735293,-14.693375,-14.982662,-15.045851,-14.700498,-14.957444,0.196,3920.0,-0.53710544
94,0.8836,0.8765,-0.06668067,0.19166255,0.12498189,1.0,0.76,0.26921649125149594,0.68,1454.7862977981567,0.3114732,0.005244731,198000,1.0,0.75,198000.0,0.58449244,0.66023886,0.6,0.858656,0.63756394,-14.95451,-14.714281,0.14321166,-0.31434765,-0.51082563,6.1293983,188000.0,-14.95451,-14.697504,-14.732346,-14.69025,-14.980241,-15.04395,-14.697504,-14.954771,0.198,3960.0,-0.5374941
95,0.8752,0.8695,-0.066998504,0.19225243,0.12525392,1.0,0.76,0.4762711789960189,0.42,1470.0946826934814,0.31295604,0.0052472665,200000,1.0,0.45,200000.0,0.584676,0.66045624,0.6,0.85841006,0.629739,-14.931603,-14.684975,0.1438229,-0.31671876,-0.51082563,6.116959,190000.0,-14.931603,-14.673992,-14.709399,-14.667177,-14.957621,-15.021686,-14.673992,-14.931807,0.2,4000.0,-0.5371504
